Original_Content,Preprocessed_Content
"Obat yg dibeli dr halodoc mahal sekali harga obatnya bedanya sampai 50rb..diluar biaya ongkir, dibanding beli sendiri ke apotik yg sma.. Kenapa ambil untungnya banyak sekali padahal untuk orang yg sedang kesusahan..",obat yg dibeli dr halodoc mahal sekali harga obatnya bedanya sampai  rb  diluar biaya ongkir  dibanding beli sendiri ke apotik yg sma   kenapa ambil untungnya banyak sekali padahal untuk orang yg sedang kesusahan  
lumayan buat urgent apalagi kondisi tidak memungkinkan utk tatap muka,lumayan buat urgent apalagi kondisi tidak memungkinkan utk tatap muka
"menambah pengetahuan, dan responnya cepat",menambah pengetahuan  dan responnya cepat
Saya berniat isi saldo halodoc melalui virtual account BNI. Tp ketika saya mau TF ke VA justru nomor VA tidak ditemukan,saya berniat isi saldo halodoc melalui virtual account bni  tp ketika saya mau tf ke va justru nomor va tidak ditemukan
Alhamdulillah responnya baik dan cepat. sangat membantu sekali,alhamdulillah responnya baik dan cepat  sangat membantu sekali
"Alamat kirim obat tidak minta konfirmasi,hanya berdasar dr pantauan GPS dan sering tidak tepat",alamat kirim obat tidak minta konfirmasi hanya berdasar dr pantauan gps dan sering tidak tepat
Responnya cepat dan cukup jelas solusinya..,responnya cepat dan cukup jelas solusinya  
Agak lama respon nya jika melayani lebih dari satu sampe dr nya mengahiri apalagi jaringannya jelek,agak lama respon nya jika melayani lebih dari satu sampe dr nya mengahiri apalagi jaringannya jelek
pilihan asuransinya kurang lengkap.. mohon dilengkapi ka terutama aai😊,pilihan asuransinya kurang lengkap   mohon dilengkapi ka terutama aai😊
Untuk metode pembayarannya kalau bisa diperbanyak opsi pilihannya,untuk metode pembayarannya kalau bisa diperbanyak opsi pilihannya
Bagus juga layanannya tapi untuk beli obat masih bermasalah sma alamatx kok punya saya nda terbaca yaa,bagus juga layanannya tapi untuk beli obat masih bermasalah sma alamatx kok punya saya nda terbaca yaa
Gak bisa connect...... Melihat dlm keranjang tidak bisa dibuka.,gak bisa connect       melihat dlm keranjang tidak bisa dibuka 
"Aku kasih binta 3 dulu,, d karenakan saya mau isi saldo lewat mobile BRI tida bisa .. Tolong dong d permudah lagi buat aplikasi ini..",aku kasih binta   dulu   d karenakan saya mau isi saldo lewat mobile bri tida bisa    tolong dong d permudah lagi buat aplikasi ini  
layanannya nggak terpesona! tolong diperbaiki!,layanannya nggak terpesona  tolong diperbaiki 
biasa aja dokter bls lemot bgttt dan kurang pas kayaknya sih tp gk tau juga,biasa aja dokter bls lemot bgttt dan kurang pas kayaknya sih tp gk tau juga
"cukup bagus,membantu...tingkatkan kelengkapan obat pada apotik nya..tks halodoc❤️",cukup bagus membantu   tingkatkan kelengkapan obat pada apotik nya  tks halodoc❤️
"Konsultasi harus valid, pasien terbuka dan dokter cepat dan tepat menganalisa /memberi solusi.",konsultasi harus valid  pasien terbuka dan dokter cepat dan tepat menganalisa  memberi solusi 
"Menurut saya sedikit membantu menjawab rsa penasaran orang , bagus applikasi nya",menurut saya sedikit membantu menjawab rsa penasaran orang   bagus applikasi nya
"Saya pesan obat flu anak-anak, hingga hari ini saya menulis ulasan adalah hari ke 2, belum sampai. Tidak ada informasi dikirim dari apotek mana. Chat bantuan, respon nya juga tidak membantu. Lama sekali.",saya pesan obat flu anak anak  hingga hari ini saya menulis ulasan adalah hari ke    belum sampai  tidak ada informasi dikirim dari apotek mana  chat bantuan  respon nya juga tidak membantu  lama sekali 
Cukup baik dan membantu disaat sedang genting,cukup baik dan membantu disaat sedang genting
"Kirain ngobrolnya gratis ehhh...ternyata bayar, percuma nginstall apk ini !!!",kirain ngobrolnya gratis ehhh   ternyata bayar  percuma nginstall apk ini    
"Saya sangat senang karna apl, ini sangat membantu dalam konsultasi itu sendiri, karna gak repot2 ke puskesmas atau rumah sakit, makasih",saya sangat senang karna apl  ini sangat membantu dalam konsultasi itu sendiri  karna gak repot  ke puskesmas atau rumah sakit  makasih
Sangat membantu sekali informasi yg diberikan oleh dokter-dokter.,sangat membantu sekali informasi yg diberikan oleh dokter dokter 
saya kurang puas dengan layanan halodoc karena dokternya banyak yg tidak ramah dan tidak menjawab pertanyaan dengan baik,saya kurang puas dengan layanan halodoc karena dokternya banyak yg tidak ramah dan tidak menjawab pertanyaan dengan baik
"Waktu chat dengan dokter benar2 hanya 1 jam sedangkan untuk kasus2 tertentu memerlukan tambahan sedikit waktu,,seharusnya diberikan opsi penambahan waktu yg disetujui oleh pasien dan dokter sampai terbit resep dokter dan untuk resep dokter tidak dapat dishare dan diunduh jg tidak ditemukan dalam folder hp,,dan kedepannya juga untuk dokter dapat memberikan opsi tes lab dan dapat diajukan lgsung melalui online ke laboratorum yg bekerjasama dengan halodoc",waktu chat dengan dokter benar  hanya   jam sedangkan untuk kasus  tertentu memerlukan tambahan sedikit waktu  seharusnya diberikan opsi penambahan waktu yg disetujui oleh pasien dan dokter sampai terbit resep dokter dan untuk resep dokter tidak dapat dishare dan diunduh jg tidak ditemukan dalam folder hp  dan kedepannya juga untuk dokter dapat memberikan opsi tes lab dan dapat diajukan lgsung melalui online ke laboratorum yg bekerjasama dengan halodoc
"terima kasih layanan halodoc,, saya bisa konsultasi ttg keluhan yg saya rasakan dan dapat jawaban yang memuaskan..",terima kasih layanan halodoc   saya bisa konsultasi ttg keluhan yg saya rasakan dan dapat jawaban yang memuaskan  
Aplikasi sulit diakses dan mengulang2,aplikasi sulit diakses dan mengulang 
Untuk smentara sgitu dulu y Baru pake lumayan sih respon ny baik 👍🏻🙏🏻,untuk smentara sgitu dulu y baru pake lumayan sih respon ny baik 👍🏻🙏🏻
Solusi nya bagus.. Balas nya lama. Tapi dokter nya baik,solusi nya bagus   balas nya lama  tapi dokter nya baik
cukup memuaskan dan hemat waktu,cukup memuaskan dan hemat waktu
"Tidak bisa cetak bukti invoice, sehingga tidak bisa untuk rembuise ke kantor",tidak bisa cetak bukti invoice  sehingga tidak bisa untuk rembuise ke kantor
Pelayanan cepat dan tanggap,pelayanan cepat dan tanggap
Kenapa pembayaran hanya lewat bank mandiri sama bca doang. Gak semua orang pakek itu. Bank bri lah tolong,kenapa pembayaran hanya lewat bank mandiri sama bca doang  gak semua orang pakek itu  bank bri lah tolong
Pda dasarnya bagus.cm karena saya tau apk ini dr gojek saya anggap satu rumah.knp tidak disatukan mitra nya.karena kalau dipisah mitra terbatas beli obat jauh dari domisili kasihan drivernya bahkan untuk sekali pemesanan saya berulang kali ganti driver karena kejauhan.selain itu kenapa pembayaran obat tidak bisa tunai jg.untuk melindungi mitra kalau ada pesanan iseng obat bsa dkembalikan ke apotek,pda dasarnya bagus cm karena saya tau apk ini dr gojek saya anggap satu rumah knp tidak disatukan mitra nya karena kalau dipisah mitra terbatas beli obat jauh dari domisili kasihan drivernya bahkan untuk sekali pemesanan saya berulang kali ganti driver karena kejauhan selain itu kenapa pembayaran obat tidak bisa tunai jg untuk melindungi mitra kalau ada pesanan iseng obat bsa dkembalikan ke apotek
knp skrg gabisa bayar d tempat? jadi ribet skrg yaaa harus bayar lewat gopay . sdgkn kita butuh banget. ga sempet isi2 gtu otak uda mumet duluan.,knp skrg gabisa bayar d tempat  jadi ribet skrg yaaa harus bayar lewat gopay   sdgkn kita butuh banget  ga sempet isi  gtu otak uda mumet duluan 
"Saya suka dengan aplikasi nya, dengan begini saya bisa konsul kpan saja. Dokter nya baik dan tdk smbong. Trma kasih halodoc...",saya suka dengan aplikasi nya  dengan begini saya bisa konsul kpan saja  dokter nya baik dan tdk smbong  trma kasih halodoc   
"Ko apl ny skrng jd lemot, mau scroll obt aja lemot bgt",ko apl ny skrng jd lemot  mau scroll obt aja lemot bgt
Aplikasi ini sngt membantu..dan docternya cepat respon..,aplikasi ini sngt membantu  dan docternya cepat respon  
"Nomor telepon untuk verifikasi sudah benar, tapi kenapa Kode nya tidak masuk masuk?",nomor telepon untuk verifikasi sudah benar  tapi kenapa kode nya tidak masuk masuk 
Dangat bermanfaat aplikasi in.. hnya sja klau kita pakai mobile banking syariah seperti BSM kita tdk bisa beli saldo...,dangat bermanfaat aplikasi in   hnya sja klau kita pakai mobile banking syariah seperti bsm kita tdk bisa beli saldo   
"Sangat membantu, kalau bisa waktunya diperpanjang .....👍",sangat membantu  kalau bisa waktunya diperpanjang      👍
sangat sangat membantu.. aplikasi yg bagus dan bermanfaat,sangat sangat membantu   aplikasi yg bagus dan bermanfaat
Servis nya kurang respon nya lama,servis nya kurang respon nya lama
"Dokternya pengen cepat-cepat selesai, bikin ga nyaman",dokternya pengen cepat cepat selesai  bikin ga nyaman
Membantu sih tapi sering pembaruan mulu,membantu sih tapi sering pembaruan mulu
Layanan tepat waktu hanya saran kalau bisa disertakan,layanan tepat waktu hanya saran kalau bisa disertakan
"App Halodoc sebenarx sangat membantu sekali, khususx untuk sy yg saat itu 'urgent' ingin memeriksakan bayi sy ke dokter spesialis anak, namun tutup dikarenakan hari minggu tdk ada praktek dokter anak. Sayangx nungguin pengantaran obat yg di resepkan dokter terlalu lama. Konsultasi hari ini, kirain resep obatx yg di bayar bisa langsung diantar. Ternyata butuh waktu estimasi 1-4 hari baru tiba. pasien berobat itu butuh obatx segera. tolong kedepanx lebih di perhatikan lagi utk pengantaran obatx.",app halodoc sebenarx sangat membantu sekali  khususx untuk sy yg saat itu 'urgent' ingin memeriksakan bayi sy ke dokter spesialis anak  namun tutup dikarenakan hari minggu tdk ada praktek dokter anak  sayangx nungguin pengantaran obat yg di resepkan dokter terlalu lama  konsultasi hari ini  kirain resep obatx yg di bayar bisa langsung diantar  ternyata butuh waktu estimasi     hari baru tiba  pasien berobat itu butuh obatx segera  tolong kedepanx lebih di perhatikan lagi utk pengantaran obatx 
Suka krn membantu tapi kurang puas dengan jwbn dokter yg buru2 mengakhiri sesi,suka krn membantu tapi kurang puas dengan jwbn dokter yg buru  mengakhiri sesi
"Lah, knp nih apk g bs d scrool? Saya buka yg lain bisa jdi bukan hp ny yg rusak tpi apk ny yg knp?",lah  knp nih apk g bs d scrool  saya buka yg lain bisa jdi bukan hp ny yg rusak tpi apk ny yg knp 
Mengapa saat udh saya masukkan no saya tapi sms nya nggak di kasih saya coba telfon juga ga bisa tolong donk diperbaiki,mengapa saat udh saya masukkan no saya tapi sms nya nggak di kasih saya coba telfon juga ga bisa tolong donk diperbaiki
"Tolong metode pembayaran nya lebih di permudah Kalo harus pke credit card doang,ia itu cuma mempasilitasi orang kya doang",tolong metode pembayaran nya lebih di permudah kalo harus pke credit card doang ia itu cuma mempasilitasi orang kya doang
Kalau pesan obat resep online langsung kemahalan di ongkir daripada harga obat. Biasa terjadi sekali pesan online resep 2 kali bayar ongkir karena di toko satunya ga ada obatnya.,kalau pesan obat resep online langsung kemahalan di ongkir daripada harga obat  biasa terjadi sekali pesan online resep   kali bayar ongkir karena di toko satunya ga ada obatnya 
"kak, untuk masuk ke kalender kehamilan kok sekarang ga ada di menu ya???",kak  untuk masuk ke kalender kehamilan kok sekarang ga ada di menu ya   
Baik dan membantu sesi informasi kesehatan,baik dan membantu sesi informasi kesehatan
"Ini udah bagus, tp sayang bgt pengambilan obat nya jauh dr tempat tinggal,.ga bisa buat dadakan. Trus kasian driver nya sih. Apotek K-24 pdhl ada yg dkt daerah sini, tp dpt nya jauh bgt hahahaha",ini udah bagus  tp sayang bgt pengambilan obat nya jauh dr tempat tinggal  ga bisa buat dadakan  trus kasian driver nya sih  apotek k   pdhl ada yg dkt daerah sini  tp dpt nya jauh bgt hahahaha
"bagus,g berbelit2 jwbnya.cm kdg mikir..ad g ya dkter pesialis yg bner2 bs ngasi konsultasi gratis gt. yah..itung2 amal gt kan.yg bikin app mngkn bs ngatur sehari brp dkter yg gratis gt..jdg rugi jg.toh cm brp mnit si konsulnya.itu kdg jg cm sharing,mnt pndapat aja..mngkn utk follow up nya akhirnya jg ke dokter terdekat kan..",bagus g berbelit  jwbnya cm kdg mikir  ad g ya dkter pesialis yg bner  bs ngasi konsultasi gratis gt  yah  itung  amal gt kan yg bikin app mngkn bs ngatur sehari brp dkter yg gratis gt  jdg rugi jg toh cm brp mnit si konsulnya itu kdg jg cm sharing mnt pndapat aja  mngkn utk follow up nya akhirnya jg ke dokter terdekat kan  
Sekiranya semua sesi gratis pasti ku kasih 5bintang.,sekiranya semua sesi gratis pasti ku kasih  bintang 
"Sanggat bagus ,cumn wktunya yolong di perpsnjang ya , mau tnyak yg lebih lama & juga saya tdi belom kejawab itu pertnyakannya:""(",sanggat bagus  cumn wktunya yolong di perpsnjang ya   mau tnyak yg lebih lama   juga saya tdi belom kejawab itu pertnyakannya   
Oke jawaban memberikan solusi tepat dan sngat membantu pasien. Thanks,oke jawaban memberikan solusi tepat dan sngat membantu pasien  thanks
Sangat membantu & menenangkn pikiran stelah konsult nya..,sangat membantu   menenangkn pikiran stelah konsult nya  
Lumayan sih ini aplikasi yang sangat bagus tapi mau chat doang harus bayar,lumayan sih ini aplikasi yang sangat bagus tapi mau chat doang harus bayar
"Kasih bntang 3 dlu deh...Saya suka dgn aplikasinya, dan saya juga suka dgn dokternya..tp syg waktunya cum sbntar",kasih bntang   dlu deh   saya suka dgn aplikasinya  dan saya juga suka dgn dokternya  tp syg waktunya cum sbntar
"Jawabnya jelas, baik untuk refrensi kesehatan",jawabnya jelas  baik untuk refrensi kesehatan
Ko ga bisa masuk ya udah masuk keluar lagi harus ngisi no tlp,ko ga bisa masuk ya udah masuk keluar lagi harus ngisi no tlp
sayang banget aplikasi chat dokter nya bayar sekarang gak kaya dulu pas awal halodoc ada,sayang banget aplikasi chat dokter nya bayar sekarang gak kaya dulu pas awal halodoc ada
"Untuk opsi pembayaran tlong di perluas lgi, jgn hnya bisa melalui gopay ajah, thks",untuk opsi pembayaran tlong di perluas lgi  jgn hnya bisa melalui gopay ajah  thks
Bagus sih aplikasinya hanya sayang banget banyak obat yang gak bisa ditebus pakai resep dokter halodoc di Pontianak. Mohon ditingkatkan kualitasnya ya.,bagus sih aplikasinya hanya sayang banget banyak obat yang gak bisa ditebus pakai resep dokter halodoc di pontianak  mohon ditingkatkan kualitasnya ya 
Terimakasih Sekali Sangat Membantu disaat pandemi gini. Semoga makin mantapp👍👍,terimakasih sekali sangat membantu disaat pandemi gini  semoga makin mantapp👍👍
Penjelasan cukup hanya dokter seperti terburu2 stlah memberikan keluhan dkasih resep sudah sprti terburu buru mengakhiri konsultasi jd sedikit kurang puas,penjelasan cukup hanya dokter seperti terburu  stlah memberikan keluhan dkasih resep sudah sprti terburu buru mengakhiri konsultasi jd sedikit kurang puas
"suka si tapi kenapa ujungnya harus ke dokter buat orang sibuk seperti saya, kalo konsultasi ujungnya kedokter sama aja ga usah pake aplikasi, ke dkttr lgsg",suka si tapi kenapa ujungnya harus ke dokter buat orang sibuk seperti saya  kalo konsultasi ujungnya kedokter sama aja ga usah pake aplikasi  ke dkttr lgsg
Serta petunjuk lebih informatif dan permudah cara pakai,serta petunjuk lebih informatif dan permudah cara pakai
Aplikasi bagus tapi kenapa kalau saya pesan obat apotek nya jauh misal saya di Gresik lokasi apotek nya di Surabaya kasihan Abang gojek nya kalau ngelayani pesanan saya,aplikasi bagus tapi kenapa kalau saya pesan obat apotek nya jauh misal saya di gresik lokasi apotek nya di surabaya kasihan abang gojek nya kalau ngelayani pesanan saya
Aku download buat nanya kalo mie di cerna berapa lama? Tapi gak bisa soalnya harus bayar nanya gitu doang nguras duit hadeh,aku download buat nanya kalo mie di cerna berapa lama  tapi gak bisa soalnya harus bayar nanya gitu doang nguras duit hadeh
Bagus tp sayang pembyarn nya sulit andai bisa lewt pulsa,bagus tp sayang pembyarn nya sulit andai bisa lewt pulsa
"Maaf sebelum saya memakai aplikasi ini,,saya mau bertanya diaplikasi ini ada tambah saldo,apakah jika saya klik tambah saldo tersebut,akan bayar?",maaf sebelum saya memakai aplikasi ini  saya mau bertanya diaplikasi ini ada tambah saldo apakah jika saya klik tambah saldo tersebut akan bayar 
"pengalaman pertama memakai halodoc, saat pesan obat, dapatnya apotik yg jauh lebih dr 15 km, padahal di dekat tempat tinggal tdk sampai 1 kilo ada apotek",pengalaman pertama memakai halodoc  saat pesan obat  dapatnya apotik yg jauh lebih dr   km  padahal di dekat tempat tinggal tdk sampai   kilo ada apotek
"Baru coba kasih bintang 3 dulu, ntar kalau memang bagus aplikasinya saya kasih bintang 5",baru coba kasih bintang   dulu  ntar kalau memang bagus aplikasinya saya kasih bintang  
